GENE_ID,Chr,Start,End,Strand,Length,DFT1_CONT_1_S10,DFT1_CONT_2_S7,DFT1_CONT_3_S6,DFT1_Saha1_1_S1,DFT1_Saha1_2_S24,DFT1_Saha1_3_S12,DFT1_Saha2_1_S3,DFT1_Saha2_2_S22,DFT1_Saha2_3_S9,DFT1_Saha3_1_S23,DFT1_Saha3_2_S18,DFT1_Saha3_3_S14,DFT1_Saha4_1_S11,DFT1_Saha4_2_S2,DFT1_Saha4_3_S15,DFT1_Saha5_1_S8,DFT1_Saha5_2_S21,DFT1_Saha5_3_S5,DFT1_Saha6_1_S19,DFT1_Saha6_2_S16,DFT1_Saha6_3_S20,DFT1_Saha7_1_S13,DFT1_Saha7_2_S17,DFT1_Saha7_3_S4
ACOT7,NW_003831774.1;NW_003831774.1;NW_003831774.1;NW_003831774.1;NW_003831774.1;NW_003831774.1;NW_003831774.1;NW_003831774.1,4141470;4170015;4198226;4218257;4224256;4230382;4245186;4258667,4141902;4170199;4198342;4218343;4224370;4230473;4245342;4258784,-;-;-;-;-;-;-;-,1304,596,705,708,714,666,690,704,650,575,690,697,745,806,815,757,409,377,436,745,597,672,662,688,595
LOC111719934,NW_003831775.1;NW_003831775.1,32090;35495,32161;35851,+;+,429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HES2,NW_003831775.1;NW_003831775.1;NW_003831775.1,60417;61014;61836,60878;61110;62177,-;-;-,901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESPN,NW_003831775.1;NW_003831775.1;NW_003831775.1;NW_003831775.1;NW_003831775.1;NW_003831775.1;NW_003831775.1;NW_003831775.1;NW_003831775.1;NW_003831775.1;NW_003831775.1;NW_003831775.1;NW_003831775.1;NW_003831775.1;NW_003831775.1;NW_003831775.1;NW_003831775.1;NW_003831775.1,65563;65675;66331;67113;72966;98651;98933;99587;102888;105219;107739;109030;112848;113093;114813;118092;118290;118912,65568;65730;66451;67340;73159;98837;99115;99718;103095;105490;107867;109072;112993;113368;114950;118171;118301;119755,+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+,3255,6,5,14,7,10,10,17,13,5,30,19,24,49,53,50,5,13,6,22,7,19,11,5,9
TNFRSF25,NW_003831775.1;NW_003831775.1;NW_003831775.1;NW_003831775.1;NW_003831775.1;NW_003831775.1;NW_003831775.1;NW_003831775.1;NW_003831775.1;NW_003831775.1;NW_003831775.1;NW_003831775.1;NW_003831775.1;NW_003831775.1;NW_003831775.1,121791;121791;122126;122126;122448;122448;122679;122679;123398;123398;123591;123591;124228;124630;124630,122010;122010;122160;122160;122564;122564;122821;122821;123485;123485;123764;123764;124362;124844;124844,-;-;-;-;-;-;-;-;-;-;-;-;-;-;-,1127,2,2,1,1,0,0,1,1,1,9,1,1,0,2,6,0,3,2,2,3,3,10,0,1
PLEKHG5,NW_003831775.1;NW_003831775.1;NW_003831775.1;NW_003831775.1;NW_003831775.1;NW_003831775.1;NW_003831775.1;NW_003831775.1;NW_003831775.1;NW_003831775.1;NW_003831775.1;NW_003831775.1;NW_003831775.1;NW_003831775.1;NW_003831775.1;NW_003831775.1;NW_003831775.1;NW_003831775.1;NW_003831775.1,128261;131123;131436;132710;135573;140326;141736;142093;142432;142905;145011;146484;147137;147608;148189;148608;150890;153685;163110,128741;131298;131551;132842;135692;140463;141885;142203;142581;142955;145106;146660;147322;147738;148325;148736;150992;153814;163196,-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-,2802,779,915,953,773,699,790,844,651,672,620,565,641,962,807,863,269,232,263,741,583,568,987,946,836
NOL9,NW_003831775.1;NW_003831775.1;NW_003831775.1;NW_003831775.1;NW_003831775.1;NW_003831775.1;NW_003831775.1;NW_003831775.1;NW_003831775.1;NW_003831775.1;NW_003831775.1,255164;258256;261755;263110;266116;266546;269326;271891;272123;276236;276974,257880;258389;261932;263221;266404;266707;269423;271987;272264;276363;277193,-;-;-;-;-;-;-;-;-;-;-,4277,1632,2005,2086,1972,1768,1998,2066,1671,1714,1555,1477,1531,1187,1099,1128,447,546,617,1458,1085,1084,2077,1916,1810
TAS1R1,NW_003831775.1;NW_003831775.1;NW_003831775.1;NW_003831775.1;NW_003831775.1;NW_003831775.1,283455;285043;288575;289835;290397;291643,283639;285349;289333;290047;290517;293590,+;+;+;+;+;+,3533,25,17,34,26,13,26,48,30,36,35,43,51,70,69,59,6,2,8,27,27,22,18,23,38
ZBTB48,NW_003831775.1;NW_003831775.1;NW_003831775.1;NW_003831775.1;NW_003831775.1;NW_003831775.1;NW_003831775.1;NW_003831775.1;NW_003831775.1;NW_003831775.1,295088;297642;299535;301008;302218;302533;302890;303979;304232;304658,295204;297922;299776;301119;302310;302619;303044;304115;304396;304746,+;+;+;+;+;+;+;+;+;+,1478,271,295,310,318,237,287,238,274,219,310,263,314,351,360,361,271,264,310,403,329,321,315,288,254
KLHL21,NW_003831775.1;NW_003831775.1;NW_003831775.1;NW_003831775.1;NW_003831775.1;NW_003831775.1,324063;326806;327844;337380;339510;341065,325984;327050;327916;337819;339689;341145,-;-;-;-;-;-,2941,822,924,888,817,798,946,894,689,755,852,772,829,680,753,690,409,480,510,777,714,747,898,841,734
PHF13,NW_003831775.1;NW_003831775.1;NW_003831775.1,357333;358883;360008,357434;359417;360553,+;+;+,1183,170,267,271,221,185,212,239,179,167,162,145,187,220,214,183,12,6,12,161,135,125,251,227,226
THAP3,NW_003831775.1;NW_003831775.1;NW_003831775.1;NW_003831775.1,382247;385481;386460;386922,382439;385543;386564;389261,+;+;+;+,2701,313,399,352,304,254,315,305,240,228,209,184,267,276,245,287,98,80,107,270,246,243,344,368,339
DNAJC11,NW_003831775.1;NW_003831775.1;NW_003831775.1;NW_003831775.1;NW_003831775.1;NW_003831775.1;NW_003831775.1;NW_003831775.1;NW_003831775.1;NW_003831775.1;NW_003831775.1;NW_003831775.1;NW_003831775.1,388119;389678;390076;390359;391216;391775;394127;396033;396672;398263;425433;432412;434851,389380;389807;390218;390416;391285;391930;394316;396106;396794;398391;425534;432485;434980,-;-;-;-;-;-;-;-;-;-;-;-;-,2641,1783,2283,2237,2279,2086,2192,2285,1848,1829,2182,2046,2194,2231,2177,2121,424,462,466,1584,1268,1378,2129,2263,1892
CAMTA1,NW_003831775.1;NW_003831775.1;NW_003831775.1;NW_003831775.1;NW_003831775.1;NW_003831775.1;NW_003831775.1;NW_003831775.1;NW_003831775.1;NW_003831775.1;NW_003831775.1;NW_003831775.1;NW_003831775.1;NW_003831775.1;NW_003831775.1;NW_003831775.1;NW_003831775.1;NW_003831775.1;NW_003831775.1;NW_003831775.1;NW_003831775.1;NW_003831775.1,504744;551620;890347;1046655;1328874;1585696;1628466;1632990;1648765;1657903;1728190;1732870;1733459;1733824;1734893;1740465;1741423;1744290;1746977;1748483;1751369;1763242,504822;551738;890414;1046790;1328945;1585849;1628641;1633190;1648891;1658037;1728341;1733066;1733537;1734139;1735077;1740652;1741669;1744361;1746997;1748676;1751443;1766574,+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+,6326,507,614,587,536,574,532,594,456,476,490,460,538,633,552,489,140,184,205,499,415,426,617,609,549
LOC111719938,NW_003831775.1;NW_003831775.1;NW_003831775.1;NW_003831775.1;NW_003831775.1;NW_003831775.1;NW_003831775.1,589539;589539;604280;604280;605072;605663;605663,589624;589624;605210;604913;605210;606325;606325,+;+;+;+;+;+;+,1680,223,238,261,224,218,237,235,197,188,299,252,293,298,295,335,94,78,103,271,241,231,257,223,201
VAMP3,NW_003831775.1;NW_003831775.1;NW_003831775.1;NW_003831775.1,1773619;1775482;1777283;1778182,1773700;1775640;1777334;1780224,+;+;+;+,2336,10708,14002,13164,12704,11740,13251,12382,10717,10815,10985,9674,10737,14023,13168,12757,4153,4266,4764,9778,8824,8886,12703,11910,10700
PER3,NW_003831775.1;NW_003831775.1;NW_003831775.1;NW_003831775.1;NW_003831775.1;NW_003831775.1;NW_003831775.1;NW_003831775.1;NW_003831775.1;NW_003831775.1;NW_003831775.1;NW_003831775.1;NW_003831775.1;NW_003831775.1;NW_003831775.1;NW_003831775.1;NW_003831775.1;NW_003831775.1;NW_003831775.1;NW_003831775.1;NW_003831775.1,1796878;1797865;1798768;1800095;1803077;1803856;1805460;1806473;1807606;1808902;1810464;1811142;1813762;1814787;1817246;1818611;1819148;1820535;1820850;1821541;1822457,1797537;1798010;1798883;1800296;1803125;1803998;1805538;1806579;1807762;1809007;1810592;1811265;1813897;1814914;1817398;1818862;1819815;1820706;1821024;1821680;1824664,+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+,6050,1489,1978,2040,1798,1683,1789,1487,1153,1322,554,461,483,560,495,492,191,171,207,799,708,660,1833,1929,1595
UTS2,NW_003831775.1;NW_003831775.1;NW_003831775.1;NW_003831775.1,1829127;1832800;1834927;1837269,1829243;1832843;1835031;1837426,-;-;-;-,424,15,15,14,19,19,23,15,19,30,13,7,6,26,42,14,13,21,11,14,12,20,13,9,18
LOC111719935,NW_003831775.1;NW_003831775.1;NW_003831775.1;NW_003831775.1;NW_003831775.1;NW_003831775.1;NW_003831775.1;NW_003831775.1;NW_003831775.1;NW_003831775.1;NW_003831775.1,1892419;1894014;1897384;1898219;1902529;1905673;1909783;1913176;1920129;1921145;1922629,1892449;1894076;1897513;1898309;1902601;1905809;1909845;1913307;1920229;1921242;1923041,+;+;+;+;+;+;+;+;+;+;+,1332,193,296,284,296,286,317,267,215,230,150,110,107,206,161,188,21,31,29,154,126,95,228,253,228
TNFRSF9,NW_003831775.1;NW_003831775.1;NW_003831775.1;NW_003831775.1;NW_003831775.1;NW_003831775.1;NW_003831775.1;NW_003831775.1,1933373;1939826;1941962;1945980;1946650;1947901;1948525;1949673,1937344;1939957;1942092;1946046;1946787;1948026;1948953;1949714,-;-;-;-;-;-;-;-,5037,40,61,46,125,65,121,129,97,119,251,222,258,1189,1046,986,15,13,24,198,150,176,73,62,56
PARK7,NW_003831775.1;NW_003831775.1;NW_003831775.1;NW_003831775.1;NW_003831775.1;NW_003831775.1,1983714;1984924;1987128;1987460;2001552;2006069,1983915;1985025;1987187;1987529;2001638;2006553,+;+;+;+;+;+,1006,5712,6757,6451,5781,5473,5929,6033,5104,5190,4975,4358,5003,6384,6101,5795,2529,2608,2821,5930,4707,5059,6351,5746,5480
ERRFI1,NW_003831775.1;NW_003831775.1,2026045;2029716,2028735;2029792,-;-,2768,260,398,377,338,317,347,288,255,311,225,219,275,367,345,341,40,25,54,287,219,230,362,317,297
LOC105749948,NW_003831775.1;NW_003831775.1;NW_003831775.1,2099801;2100066;2100674,2099916;2100329;2100817,+;+;+,524,4,0,4,1,3,2,0,0,2,0,2,0,2,2,0,2,1,1,4,1,3,0,0,1
LOC100927767,NW_003831775.1,2122013,2123671,+,1659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
LOC111719936,NW_003831775.1;NW_003831775.1;NW_003831775.1;NW_003831775.1;NW_003831775.1,2128705;2131248;2138836;2139675;2147628,2128761;2131347;2139593;2139946;2147646,+;+;+;+;+,1206,0,5,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,1,0
LOC100928027,NW_003831775.1;NW_003831775.1;NW_003831775.1;NW_003831775.1,2151979;2167301;2177300;2199192,2153233;2167313;2178698;2199371,-;-;-;-,2847,11,20,8,9,11,8,8,12,9,15,22,19,29,26,19,0,0,3,15,15,22,19,8,11
LOC100928287,NW_003831775.1,2200168,2201136,-,969,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,2,0,0,0,0,0,1
LOC100928802,NW_003831775.1;NW_003831775.1,2234548;2251921,2234591;2255421,-;-,3545,137,195,232,168,137,178,189,182,188,204,182,231,232,216,258,9,16,12,156,99,138,178,230,176
LOC100928542,NW_003831775.1;NW_003831775.1;NW_003831775.1,2236289;2274565;2311470,2237926;2274630;2311541,-;-;-,1776,42,66,64,65,42,73,56,53,63,55,77,73,75,72,81,3,4,3,47,53,43,51,63,62
LOC105749947,NW_003831775.1;NW_003831775.1,2292990;2311470,2296321;2311536,-;-,3399,97,168,198,151,180,150,145,146,106,128,102,142,168,163,188,6,3,9,108,102,95,187,206,135
LOC111718507,NW_003831775.1,2338608,2339894,-,1287,41,31,40,47,41,47,54,33,33,39,37,44,33,27,45,1,0,8,27,16,17,32,47,40
LOC100929060,NW_003831775.1;NW_003831775.1,2364948;2370491,2368002;2370935,-;-,3500,158,188,179,160,146,167,169,147,156,160,140,149,176,150,200,67,61,56,143,100,118,164,205,153
LOC100929314,NW_003831775.1;NW_003831775.1;NW_003831775.1,2408216;2409015;2409269,2408581;2409136;2409508,+;+;+,728,1,0,1,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,1,0,0,0,0
CCDC61,NW_003831775.1;NW_003831775.1;NW_003831775.1;NW_003831775.1;NW_003831775.1;NW_003831775.1;NW_003831775.1;NW_003831775.1;NW_003831775.1;NW_003831775.1;NW_003831775.1;NW_003831775.1;NW_003831775.1,2409782;2410221;2410608;2411339;2411657;2412456;2412649;2412892;2413156;2413684;2414057;2414432;2418961,2410063;2410299;2410671;2411417;2411781;2412534;2412806;2412974;2413299;2413841;2414139;2414590;2420275,-;-;-;-;-;-;-;-;-;-;-;-;-,2808,817,851,807,795,725,825,744,675,590,690,725,715,993,934,931,884,843,1028,1170,968,1058,805,764,713
LOC100929820,NW_003831775.1;NW_003831775.1;NW_003831775.1;NW_003831775.1,2442261;2442505;2448134;2450366,2442351;2442648;2448300;2450665,+;+;+;+,702,0,3,0,1,1,0,2,0,1,0,3,2,1,1,3,0,0,0,3,0,3,1,0,0
LOC100930083,NW_003831775.1;NW_003831775.1;NW_003831775.1;NW_003831775.1,2460419;2460775;2462490;2462987,2460600;2460825;2462517;2463018,+;+;+;+,293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NANOS2,NW_003831775.1,2469617,2470024,+,408,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0
GIPR,NW_003831776.1;NW_003831776.1;NW_003831776.1;NW_003831776.1;NW_003831776.1;NW_003831776.1;NW_003831776.1;NW_003831776.1;NW_003831776.1;NW_003831776.1;NW_003831776.1;NW_003831776.1;NW_003831776.1;NW_003831776.1,1611;3171;3360;3827;4070;4640;4880;5545;5981;6527;6742;7224;7783;8294,1704;3267;3401;3965;4158;4709;4940;5710;6110;6630;6845;7331;7882;8356,-;-;-;-;-;-;-;-;-;-;-;-;-;-,1367,177,178,219,208,166,186,201,140,123,176,193,225,241,240,217,150,137,156,238,170,190,213,191,196
EML2,NW_003831776.1;NW_003831776.1;NW_003831776.1;NW_003831776.1;NW_003831776.1;NW_003831776.1;NW_003831776.1;NW_003831776.1;NW_003831776.1;NW_003831776.1;NW_003831776.1;NW_003831776.1;NW_003831776.1;NW_003831776.1;NW_003831776.1;NW_003831776.1;NW_003831776.1;NW_003831776.1;NW_003831776.1;NW_003831776.1;NW_003831776.1;NW_003831776.1;NW_003831776.1;NW_003831776.1;NW_003831776.1;NW_003831776.1;NW_003831776.1;NW_003831776.1;NW_003831776.1;NW_003831776.1;NW_003831776.1;NW_003831776.1;NW_003831776.1;NW_003831776.1;NW_003831776.1;NW_003831776.1;NW_003831776.1;NW_003831776.1,24114;24114;24879;24879;25063;25063;26373;26373;26913;26913;27150;27150;27839;27839;28595;28595;29387;29387;30663;30663;31995;31995;32985;32985;33810;33810;34436;34436;34614;34614;36852;36852;37537;37537;37918;37918;38162;38162,24212;24212;24907;24907;25192;25267;26522;26522;26982;26982;27260;27260;27934;27934;28729;28729;29486;29486;30817;30817;32120;32120;33116;33116;33877;33877;34524;34524;34711;34711;36939;36939;37632;37632;38048;38048;38627;38627,+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+,2444,1913,2395,2211,2315,2081,2349,2286,1895,1798,1448,1355,1531,1582,1544,1462,1030,1063,1231,2060,1529,1686,2072,1947,1867
LOC111719939,NW_003831776.1;NW_003831776.1;NW_003831776.1,43636;45652;46371,43791;46060;47042,+;+;+,1237,1,4,5,2,1,2,1,0,2,1,1,0,0,0,2,0,2,3,0,0,2,0,1,1
GPR4,NW_003831776.1,47380,48314,+,935,1,3,5,5,1,2,8,2,3,6,2,2,3,3,6,3,3,13,2,2,3,5,6,3
OPA3,NW_003831776.1;NW_003831776.1,54757;58376,54932;59134,+;+,935,462,642,586,479,506,510,537,442,434,530,428,458,597,582,515,982,1053,1125,815,714,749,519,498,462
VASP,NW_003831776.1;NW_003831776.1;NW_003831776.1;NW_003831776.1;NW_003831776.1;NW_003831776.1;NW_003831776.1;NW_003831776.1;NW_003831776.1;NW_003831776.1;NW_003831776.1;NW_003831776.1;NW_003831776.1,60553;61288;61519;62354;62508;62707;63028;63392;64108;64487;64793;65402;65807,61182;61345;61609;62399;62541;62761;63125;63543;64197;64542;64868;65570;66025,-;-;-;-;-;-;-;-;-;-;-;-;-,1774,1700,1920,1857,1796,1618,1839,1843,1449,1475,1990,1863,2037,1970,1898,1906,689,714,843,1740,1403,1314,1816,1592,1588
RTN2,NW_003831776.1;NW_003831776.1;NW_003831776.1;NW_003831776.1;NW_003831776.1;NW_003831776.1;NW_003831776.1;NW_003831776.1;NW_003831776.1;NW_003831776.1;NW_003831776.1;NW_003831776.1;NW_003831776.1;NW_003831776.1;NW_003831776.1;NW_003831776.1;NW_003831776.1;NW_003831776.1;NW_003831776.1;NW_003831776.1;NW_003831776.1;NW_003831776.1;NW_003831776.1;NW_003831776.1;NW_003831776.1;NW_003831776.1;NW_003831776.1;NW_003831776.1;NW_003831776.1;NW_003831776.1;NW_003831776.1;NW_003831776.1;NW_003831776.1;NW_003831776.1;NW_003831776.1;NW_003831776.1;NW_003831776.1;NW_003831776.1;NW_003831776.1;NW_003831776.1,76846;76846;76846;76846;78150;78150;78150;78150;79083;79083;79083;79083;79761;79761;79764;79764;84894;84894;84894;84894;85882;85882;85882;85882;87838;87838;87838;87838;88011;88011;88011;88011;91908;91908;91908;91908;92585;92585;92594;92594,76925;76925;76925;76925;78194;78194;78194;78194;79526;79526;79526;79526;80033;80033;80033;80033;85101;85101;85101;85101;86020;86020;86020;86020;87907;87907;87907;87907;88057;88057;88057;88057;91966;91966;91966;91966;93097;93097;93097;93097,+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+,1878,531,575,623,482,462,608,466,488,462,445,424,398,594,592,587,918,966,1025,699,550,551,573,541,523
FOSB,NW_003831776.1;NW_003831776.1;NW_003831776.1,99228;103561;104019,100006;103668;104226,-;-;-,1095,0,3,6,1,4,0,18,23,12,335,270,345,211,222,139,16,30,25,129,83,97,5,6,2
LOC111719940,NW_003831776.1;NW_003831776.1,127838;129242,128068;131832,+;+,2822,473,544,567,465,414,478,569,523,447,413,351,432,553,538,554,104,117,121,415,342,314,562,534,463
LOC100933396,NW_003831777.1;NW_003831777.1;NW_003831777.1;NW_003831777.1,220;2177;3599;7388,413;2430;3735;7595,+;+;+;+,793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC100933649,NW_003831777.1;NW_003831777.1;NW_003831777.1;NW_003831777.1;NW_003831777.1,24682;25879;27235;28560;41703,24760;25951;27488;28696;41852,+;+;+;+;+,693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC100932608,NW_003831777.1;NW_003831777.1;NW_003831777.1;NW_003831777.1;NW_003831777.1;NW_003831777.1,80790;81760;82233;82629;83404;86685,80859;81810;82389;82888;83540;86837,+;+;+;+;+;+,828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC100934171,NW_003831777.1;NW_003831777.1;NW_003831777.1;NW_003831777.1;NW_003831777.1,105189;109595;110423;111206;111626,105231;109748;110706;111357;111778,+;+;+;+;+,786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC100934427,NW_003831777.1;NW_003831777.1;NW_003831777.1;NW_003831777.1;NW_003831777.1,118639;121248;122012;122346;131517,118751;121373;122158;122561;131677,-;-;-;-;-,763,1,2,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,1,0
LOC100932869,NW_003831777.1;NW_003831777.1;NW_003831777.1,144206;144628;145759,144281;144687;145862,+;+;+,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC100934693,NW_003831777.1,157209,158153,-,945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC100934958,NW_003831777.1,186822,187766,-,945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC100935218,NW_003831777.1,201420,202367,-,948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC100913244,NW_003831777.1,223528,224460,-,933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC100913506,NW_003831777.1,233681,234645,-,965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC100933134,NW_003831777.1,241256,242188,-,933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC100913770,NW_003831777.1,256776,257717,-,942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC100914034,NW_003831777.1,268633,269571,-,939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC100914288,NW_003831777.1,288131,289096,+,966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC100914554,NW_003831777.1;NW_003831777.1,297770;304191,298732;304223,-;-,996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC100914812,NW_003831777.1;NW_003831777.1,331351;339603,332292;339626,-;-,966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC100915067,NW_003831777.1,394497,395417,+,921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC100915326,NW_003831777.1,436540,437460,+,921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC111719941,NW_003831777.1;NW_003831777.1;NW_003831777.1,447623;451311;452356,447977;451513;452597,-;-;-,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC100916107,NW_003831777.1;NW_003831777.1;NW_003831777.1;NW_003831777.1;NW_003831777.1;NW_003831777.1;NW_003831777.1;NW_003831777.1;NW_003831777.1;NW_003831777.1;NW_003831777.1;NW_003831777.1,472670;476171;481634;482203;487156;488218;489100;491653;493130;498089;498532;504700,472799;476439;481836;482458;487361;488245;489223;492535;493165;498223;498672;504910,+;+;+;+;+;+;+;+;+;+;+;+,2622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC100916371,NW_003831777.1;NW_003831777.1;NW_003831777.1,505871;527535;541263,506002;528429;541324,+;+;+,1089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC100916632,NW_003831777.1;NW_003831777.1;NW_003831777.1,542102;546476;551967,542250;546549;552937,+;+;+,1194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC100916896,NW_003831777.1;NW_003831777.1,563208;565643,563215;566657,+;+,1023,1,0,0,1,0,1,0,1,2,0,2,0,2,1,1,0,0,0,2,0,0,0,1,0
LOC100917160,NW_003831777.1;NW_003831777.1,580879;582116,580890;583078,+;+,975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC100917676,NW_003831777.1;NW_003831777.1,587407;613873,587464;614831,+;+,1017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC100918200,NW_003831778.1;NW_003831778.1;NW_003831778.1;NW_003831778.1;NW_003831778.1,751;1616;4106;8328;10977,1050;2419;4333;8451;11881,+;+;+;+;+,2361,0,0,0,0,0,1,0,0,0,1,0,3,1,0,2,0,0,0,0,2,0,0,3,1
LOC100918461,NW_003831779.1;NW_003831779.1;NW_003831779.1;NW_003831779.1;NW_003831779.1,11;2718;4694;6631;9233,451;2945;4702;6742;10137,+;+;+;+;+,1695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC100918721,NW_003831779.1;NW_003831779.1;NW_003831779.1;NW_003831779.1;NW_003831779.1;NW_003831779.1,31465;37013;41982;54690;59168;60602,31640;37256;42070;54816;59263;62577,+;+;+;+;+;+,2708,252,331,353,273,297,309,293,250,276,359,286,345,365,358,342,39,44,66,252,191,210,365,326,289
LOC100918979,NW_003831779.1;NW_003831779.1;NW_003831779.1;NW_003831779.1;NW_003831779.1;NW_003831779.1;NW_003831779.1;NW_003831779.1;NW_003831779.1;NW_003831779.1;NW_003831779.1;NW_003831779.1;NW_003831779.1;NW_003831779.1;NW_003831779.1;NW_003831779.1,76148;76148;76148;85318;85318;85318;85659;85659;85659;86347;86347;86347;89205;89205;89347;93106,80181;80181;80181;85410;85410;85410;85785;85782;85785;86420;86420;86420;89334;89334;89509;93645,-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-,5161,410,572,562,487,486,504,461,464,422,575,523,590,700,597,646,109,67,89,591,412,416,600,519,479
LOC100919242,NW_003831779.1;NW_003831779.1;NW_003831779.1;NW_003831779.1;NW_003831779.1;NW_003831779.1;NW_003831779.1;NW_003831779.1;NW_003831779.1;NW_003831779.1;NW_003831779.1;NW_003831779.1,112854;112854;119386;119386;120306;120306;123633;123633;128155;128155;130122;130171,114565;114565;119481;119481;120432;120432;123718;123718;129551;129551;130511;130511,-;-;-;-;-;-;-;-;-;-;-;-,3808,106,110,125,104,116,116,98,120,66,104,118,141,130,105,136,63,70,67,133,131,102,98,118,93
LOC111719943,NW_003831779.1;NW_003831779.1;NW_003831779.1,133983;135823;137091,134079;136245;137180,-;-;-,610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC100919762,NW_003831780.1;NW_003831780.1;NW_003831780.1;NW_003831780.1;NW_003831780.1;NW_003831780.1,11466;15100;21768;24857;26198;29184,12364;15223;21995;25660;26489;29404,-;-;-;-;-;-,2568,14,13,14,23,25,20,22,17,14,25,26,22,36,34,30,4,7,11,22,16,18,17,39,22
